Destination_Name,Country,City,Destination_Type,Starting_Point,Distance_km,Travel_Mode,Flight_Transport_Cost_USD,Travel_Duration_Hours,Accommodation_Options,Accommodation_Cost_Per_Night_USD,Recommended_Stay_Days,Top_Attractions,Activity_Cost_USD,Activity_Duration_Hours,Food_Options,Food_Cost_Per_Day_USD,Visa_Required,Visa_Cost_USD,Miscellaneous_Cost_USD,Best_Season,Peak_Season_Cost_Multiplier,Local_Currency,Exchange_Rate_to_USD
Bagatipara,Bangladesh,Bagatipara,Nature,Dhaka,185,Bus,25,7,Guesthouse,25,3,scenic countryyside,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Baraigram,Bangladesh,Baraigram,Nature,Dhaka,190,Bus,30,6,Guesthouse,25,3,Barigram Temple,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Lalpur Natore,Bangladesh,Lalpur Natore,Nature,Dhaka,200,Bus,20,4,Guesthouse,25,3,Natural Beauty,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Atrai,Bangladesh,Atrai,Nature,Dhaka,250,Bus,15,5,Guesthouse,25,3,Atrai River,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Badalgachhi,Bangladesh,Badalgachhi,Nature,Dhaka,140,Bus,20,6,Guesthouse,25,3,Rural areas,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Manda,Bangladesh,Manda,Nature,Dhaka,130,Bus,25,7,Guesthouse,25,3,Nearby nature walks,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Mohadevpur,Bangladesh,Mohadevpur,Historical,Dhaka,180,Bus,25,8,Guesthouse,25,3,village tours,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Raninagar,Bangladesh,Raninagar,Nature,Dhaka,180,Bus,20,7,Guesthouse,25,3,riverside activities,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Sapahar,Bangladesh,Sapahar,Nature,Dhaka,180,Bus,30,6,Guesthouse,25,3,local parks,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Bholahat,Bangladesh,Bholahat,Nature,Dhaka,190,Bus,20,5,Guesthouse,25,3,heritage sites,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Gomastapur,Bangladesh,Gomastapur,Nature,Dhaka,200,Bus,20,4,Guesthouse,25,3,temple,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Nachole,Bangladesh,Nachole,Nature,Dhaka,180,Bus,20,3,Guesthouse,25,3,cultural landmarks,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Sadar Shibganj,Bangladesh,Sadar Shibganj,Nature,Dhaka,190,Bus,20,5,Budget Hotel,25,3,heritage sites,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Dighinala,Bangladesh,Dighinala,Nature,Dhaka,165,Bus,25,6,Guesthouse,25,3,eco tourism,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Mahalchhari,Bangladesh,Mahalchhari,Nature,Dhaka,170,Bus,25,7,Guesthouse,25,3,mahalchhari waterfalls,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Manikchhari,Bangladesh,Manikchhari,Nature,Dhaka,175,Bus,25,5,Guesthouse,25,3,local markets,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Matiranga,Bangladesh,Matiranga,Nature,Dhaka,180,Bus,15,5,Guesthouse,25,3,Matiranga Hills,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Panchhari,Bangladesh,Panchhari,Nature,Dhaka,185,Bus,15,4,Guesthouse,25,3,cultural heritage spots,10,2,Street Food,16,FALSE,0,15,December-March,1.3,BDT,0.0091
Ramgarh,Bangladesh,Ramgarh,Nature,Dhaka,190,Bus,15,5,Guesthouse,25,3,Ramgarh Hills,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Sonagazi,Bangladesh,Sonagazi,Nature,Dhaka,180,Bus,25,6,Guesthouse,25,3,Sonagazi Bazar,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Fulgazi,Bangladesh,Fulgazi,Nature,Dhaka,180,Bus,15,7,Guesthouse,25,3,Fulgazi Temple,10,2,Street Food,16,FALSE,0,15,December-March,1.3,BDT,0.0091
Kasba,Bangladesh,Kasba,Nature,Dhaka,180,Bus,25,3,Guesthouse,25,3,Eco tourism spots,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Nabinagar,Bangladesh,Nabinagar,Nature,Dhaka,170,Bus,20,4,Guesthouse,25,3,scenic nature views,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Nasirnagar,Bangladesh,Nasirnagar,Nature,Dhaka,170,Bus,25,5,Guesthouse,25,3,cultural attractions,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Sarail,Bangladesh,Sarail,Nature,Dhaka,170,Bus,20,6,Guesthouse,25,3,local parks,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Ashuganj,Bangladesh,Ashuganj,Nature,Dhaka,190,Bus,20,7,Guesthouse,25,3,boat tours,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Bijoynagar,Bangladesh,Bijoynagar,Historical,Dhaka,210,Bus,25,8,Guesthouse,25,3,natural beauty,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Chhatak,Bangladesh,Chhatak,Nature,Dhaka,190,Bus,20,7,Guesthouse,25,3,natural reserves,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Derai,Bangladesh,Derai,Nature,Dhaka,170,Bus,25,6,Guesthouse,25,3,natural trails,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Dharamapasha,Bangladesh,Dharamapasha,Nature,Dhaka,180,Bus,25,5,Guesthouse,25,3,heritage spots,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Jagannathpur,Bangladesh,Jagannathpur,Historical,Dhaka,180,Bus,25,4,Guesthouse,25,3,cultural sites,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Jamalganj,Bangladesh,Jamalganj,City,Dhaka,190,Bus,20,5,Guesthouse,25,3,local fishing areas,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Sullah,Bangladesh,Sullah,Nature,Dhaka,180,Bus,20,6,Guesthouse,25,3,eco tourism,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Tahirpur,Bangladesh,Tahirpur,Nature,Dhaka,190,Bus,20,5,Guesthouse,25,3,local wildlife,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Chakaria,Bangladesh,Chakaria,Nature,Dhaka,155,Bus,20,3,Guesthouse,25,3,historical landmarks,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Kutubdia,Bangladesh,Kutubdia,Nature,Dhaka,160,Bus,10,4,Guesthouse,25,3,local life,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Maheshkhali,Bangladesh,Maheshkhali,Historical,Dhaka,170,Bus,20,5,Budget Hotel,25,3,Maheskhali Island,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Ramu,Bangladesh,Ramu,Nature,Dhaka,180,Bus,25,6,Budget Hotel,25,3,Ramu Beach,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Ukhia,Bangladesh,Ukhia,Nature,Dhaka,190,Bus,20,8,Budget Hotel,25,3,Ukhia Beach,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Pekua,Bangladesh,Pekua,Nature,Dhaka,190,Bus,25,7,Budget Hotel,25,3,local village tours,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Juri,Bangladesh,Juri,Nature,Dhaka,195,Bus,20,6,Budget Hotel,25,3,Juri River,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Tungipara,Bangladesh,Tungipara,Nature,Dhaka,175,Bus,20,5,Budget Hotel,25,3,Historical Sites,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Zajira,Bangladesh,Zajira,Nature,Dhaka,170,Bus,25,4,Budget Hotel,25,3,Cultural Activities,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Shakhipur,Bangladesh,Shakhipur,Nature,Dhaka,175,Bus,30,3,Budget Hotel,25,3,village walks,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Kapasia,Bangladesh,Kapasia,City,Dhaka,180,Bus,20,4,Budget Hotel,25,3,local parks,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Kaliakair,Bangladesh,Kaliakair,Nature,Dhaka,185,Bus,15,5,Budget Hotel,25,3,eco park,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Bajitpur,Bangladesh,Bajitpur,Nature,Dhaka,165,Bus,20,6,Budget Hotel,25,3,natural beauty,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Bhairab,Bangladesh,Bhairab,Historical,Dhaka,170,Bus,25,4,Budget Hotel,25,3,local temples,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Itna,Bangladesh,Itna,Nature,Dhaka,180,Bus,25,6,Budget Hotel,25,3,Dscenic Spots,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Karimganj,Bangladesh,Karimganj,Nature,Dhaka,190,Bus,20,7,Guesthouse,25,3,Karimganj Bazar,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Katiadi,Bangladesh,Katiadi,Nature,Dhaka,195,Bus,30,5,Guesthouse,25,3,Katiadi Bazar,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Nikli,Bangladesh,Nikli,Nature,Dhaka,200,Bus,20,6,Guesthouse,25,3,Nikli Bazar,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Pakundia,Bangladesh,Pakundia,Nature,Dhaka,210,Bus,20,4,Guesthouse,25,3,Local Temples,10,3,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Islampur,Bangladesh,Islampur,City,Dhaka,170,Bus,20,6,Budget Hotel,25,3,Historical Landmarks,10,3,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Madarganj,Bangladesh,Madarganj,Nature,Dhaka,175,Bus,20,7,Guesthouse,25,3,Village Walks,10,3,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Melandaha,Bangladesh,Melandaha,Nature,Dhaka,180,Bus,25,5,Guesthouse,25,3,Natural spots,10,3,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Sarishabari,Bangladesh,Sarishabari,Nature,Dhaka,185,Bus,25,4,Guesthouse,25,3,Sarishabar Temple,10,3,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Sreebardi,Bangladesh,Sreebardi,Nature,Dhaka,190,Bus,25,7,Guesthouse,25,3,Riverside Wwalks,10,3,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Khaliajuri,Bangladesh,Khaliajuri,Nature,Dhaka,185,Bus,15,6,Guesthouse,25,3,Local village tours,10,3,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Kalmakanda,Bangladesh,Kalmakanda,Nature,Dhaka,180,Bus,15,8,Guesthouse,25,3,Kalmakan River,10,3,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Mohanganj,Bangladesh,Mohanganj,Nature,Dhaka,160,Bus,25,4,Guesthouse,25,3,Local markets,10,3,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Purbadhala,Bangladesh,Purbadhala,Nature,Dhaka,170,Bus,15,5,Guesthouse,25,3,Eco Park,10,3,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Lohajang,Bangladesh,Lohajang,Nature,Dhaka,260,Bus,25,7,Guesthouse,25,3,Natural Beauty,10,3,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Monohardi,Bangladesh,Monohardi,Nature,Dhaka,280,Bus,20,8,Guesthouse,25,3,Monohard Park,10,3,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Rupganj,Bangladesh,Rupganj,Nature,Dhaka,195,Bus,25,4,Guesthouse,25,3,Rupganj River,10,3,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Bandar ,Bangladesh,Bandar,Nature,Dhaka,180,Bus,20,5,Guesthouse,25,3,Local culture,10,3,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Palash ,Bangladesh,Palash,Nature,Dhaka,190,Bus,20,6,Guesthouse,25,3,Riverside Activities,10,3,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Sonargaon,Bangladesh,Sonargaon,Historical,Dhaka,195,Bus,25,4,Budget Hotel,25,3,Sonargaon Museum,10,3,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Ghior,Bangladesh,Ghior,Historical,Dhaka,175,Bus,20,5,Budget Hotel,25,3,Fishing Areas,10,3,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Harirampur,Bangladesh,Harirampur,Historical,Dhaka,180,Bus,30,3,Budget Hotel,25,3,Harirampur Eco Park,10,3,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Saturia,Bangladesh,Saturia,Historical,Dhaka,185,Bus,35,4,Budget Hotel,25,3,Rural village,10,3,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Shivalaya,Bangladesh,Shivalaya,Historical,Dhaka,170,Bus,25,5,Budget Hotel,25,3,Natural Beauty,10,3,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Singair,Bangladesh,Singair,Nature,Dhaka,210,Bus,20,8,Budget Hotel,25,3,Scenic Walks,10,3,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Grand Canyon,USA,Grand Canyon,Nature,Dhaka,12500,Flight,1200,20,Budget Hotel,300,4,"South Rim viewpoints, Grand Canyon Village",100,3,Street Food,40,TRUE,60,80,September-November,1.5,USD,1
Japan,Japan,Japan,Historical,Dhaka,4000,Flight,500,6,Budget Hotel,150,5,"Tokyo Tower, Mount Fuji",70,3,Street Food,50,TRUE,70,50,September-November,1.5,JPY,110.25
Tahiti,French Polynesia,Tahiti,Beach,Dhaka,13000,Flight,1500,18,Budget Hotel,300,3,"Matira Beach, Mount Otemanu",50,3,Street Food,80,TRUE,100,70,April-October,1.5,XPF,105.3
Cambodia,Cambodia,Cambodia,City,Dhaka,1500,Flight,200,2,Budget Hotel,50,2,"Angkor Wat,Tonle Sap Lake",50,4,Street Food,20,TRUE,30,20,April-October,1.5,KHR,4050
Greece,Greece,Greece,City,Dhaka,7000,Flight,700,10,Budget Hotel,100,7,"Acropolis of Athens, Santorini",150,4,Street Food,40,TRUE,80,50,November-February,1.5,Euro,0.9
Indonesia,Indonesia,Indonesia,Beach,Dhaka,3000,Flight,300,4,Budget Hotel,50,7,"Bali,Borobudur Temple",80,4,Street Food,30,TRUE,35,30,April-October,1.5,IDR,14500
Rajasthan,India,Rajasthan,Historical,Dhaka,1500,Flight,200,2,Budget Hotel,30,2,Amber Fort,50,4,Street Food,20,TRUE,20,20,November-February,1.4,INR,0.013
Kedarnath,India,Kedarnath,Historical,Dhaka,1300,Flight,100,3,Budget Hotel,10,2,"Kedarnath Temple, Vasuki Tal Lake",100,4,Street Food,20,TRUE,20,20,May-September,1.4,INR,0.013
Shillong,India,Shillong,Nature,Dhaka,300,Flight,250,1,Budget Hotel,50,2,"Umiam Lake, Elephant Falls",150,4,Street Food,20,TRUE,20,20,October-December,1.4,INR,0.013
Malaysia,Malaysia,Malaysia,City,Dhaka,2500,Flight,800,4,Budget Hotel,100,5,"Penang, Langkawi",200,4,Street Food,30,TRUE,30,30,May-September,1.2,MYR,4.15
France,France,France,Historical,Dhaka,8000,Flight,850,11,Budget Hotel,300,10,"Eiffel Tower,Louvre Museum",150,4,Street Food,60,TRUE,100,60,April-October,1.5,Euro,0.9
Spain,Spain,Spain,Historical,Dhaka,8500,Flight,750,12,Budget Hotel,200,8,"Alhambra,Generalife",120,4,Street Food,50,TRUE,100,50,April-October,1.5,Euro,0.9
Italy,Italy,Italy,City,Dhaka,7500,Flight,900,10,Budget Hotel,250,10,"Venice Canals, Amalfi Coast",90,4,Street Food,50,TRUE,100,50,April-October,1.5,Euro,0.9
Morocco,Morocco,Morocco,City,Dhaka,9000,Flight,1400,12,Budget Hotel,150,5,"Marrakech Medina, Sahara Desert",50,4,Street Food,30,TRUE,50,30,September-November,1.5,MAD,9.5
Argentina,Argentina,Argentina,Historical,Dhaka,16500,Flight,1300,22,Budget Hotel,300,3,"Patagonia, Iguazu",100,4,Street Food,50,TRUE,100,50,December-March,1.5,ARS,95
Brazil,Brazil,Brazil,Historical,Dhaka,15000,Flight,600,20,Budget Hotel,300,4,"Amazon Rainforest, Rio Beaches",100,4,Street Food,50,TRUE,90,50,December-March,1.5,BRL,5.2
Egypt,Egypt,Egypt,Historical,Dhaka,6500,Flight,1000,7,Budget Hotel,450,7,"Pyramids of Giza,Egyptian Museum",200,4,Street Food,30,TRUE,60,30,October-December,1.5,EGP,15.7
Iceland,Iceland,Iceland,Nature,Dhaka,10000,Flight,700,14,Budget Hotel,400,5,"Northern Lights,Arctic Cathedral",100,4,Street Food,70,TRUE,100,70,June-August,1.5,ISK,130
Finland,Finland,Finland,Nature,Dhaka,7000,Flight,250,9,Budget Hotel,350,4,"Rukatunturi, Turku Castle",150,4,Street Food,50,TRUE,100,50,June-August,1.5,Euro,0.9
Norway,Norway,Norway,Nature,Dhaka,7500,Flight,750,10,Budget Hotel,300,6,"Oslo, Northern Lights",100,4,Street Food,60,TRUE,100,60,June-August,1.5,NOK,8.8
Vietnam,Vietnam,Vietnam,Historical,Dhaka,2000,Flight,250,3,Budget Hotel,150,7,"Ha Long Bay, Ho Chi Minh City",50,4,Street Food,20,TRUE,25,20,February-April,1.5,VND,23000
Germany,Germany,Germany,City,Dhaka,7000,Flight,700,9,Budget Hotel,200,5,"Berlin Wall, Oktoberfest",30,4,Street Food,40,TRUE,100,50,May-September,1.5,Euro,0.9
Ireland,Ireland,Ireland,City,Dhaka,8500,Flight,800,11,Budget Hotel,250,8,"Dublin, Ring of Kerry",60,4,Street Food,60,TRUE,100,50,May-September,1.5,Euro,0.9
Netherlands,Netherlands,Netherlands,City,Dhaka,7500,Flight,700,9,Budget Hotel,350,10,"Amsterdam Canals, Anne Frank House",30,4,Street Food,45,TRUE,100,70,April-October,1.5,Euro,0.9
Australia,Australia,Australia,Beach,Dhaka,7000,Flight,800,10,Budget Hotel,300,15,"Uluru, Great Barrier Reef",200,4,Street Food,25,TRUE,10,60,December-March,1.5,AUD,1.35
New Zealand,New Zealand,New Zealand,City,Dhaka,10500,Flight,1000,14,Budget Hotel,350,10,"Hobbiton, Milford Sound",150,4,Street Food,50,TRUE,250,40,December-March,1.5,NZD,1.45
Portugal,Portugal,Portugal,Historical,Dhaka,9000,Flight,850,12,Budget Hotel,250,5,"Lisbon, Douro Valley",70,4,Street Food,40,TRUE,100,50,May-September,1.5,Euro,0.9
Austria,Austria,Austria,City,Dhaka,7000,Flight,700,9,Budget Hotel,200,4,"Vienna, Salzburg",50,4,Street Food,35,TRUE,100,50,May-September,1.5,Euro,0.9
Chandigar,India,Chandigar,City,Dhaka,1700,Flight,150,2,Budget Hotel,50,2,"Japanese Garden, Sukhna Lake",5,4,Street Food,5,TRUE,20,20,October-December,1.4,INR,0.013
Bangalore,India,Bangalore,City,Dhaka,1800,Flight,200,3,Budget Hotel,60,2,"Bengaluru Palace, Temples",5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Tanzania,Tanzania,Tanzania,Beach,Dhaka,6500,Flight,600,8,Budget Hotel,200,4,"Serengeti Safari, Zanzibar Beaches",500,4,Street Food,10,TRUE,60,30,June-August,1.5,TZS,2300
Canada,Canada,Canada,City,Dhaka,11000,Flight,1000,14,Budget Hotel,450,12,"Niagara Falls, CN Tower",50,4,Street Food,60,TRUE,150,80,June-August,1.5,CAD,1.25
Vatican City,Vatican City,Vatican City,City,Dhaka,7500,Flight,750,10,Budget Hotel,250,5,"Museums, Castel Sant'Angelo",30,4,Street Food,75,TRUE,0,20,April-October,1.5,Euro,0.9
Beijing,China,Beijing,City,Dhaka,3300,Flight,400,5,Budget Hotel,300,7,"The Palace Museum, Tiananmen Square",10,4,Street Food,25,TRUE,140,30,April-October,1.5,CNY,6.5
South Africa,South Africa,South Africa,Nature,Dhaka,9000,Flight,900,12,Budget Hotel,450,10,"Kruger National Park, Table Mountain",200,4,Street Food,20,TRUE,70,50,May-September,1.5,ZAR,14
Scotland,UK,Scotland,Nature,Dhaka,8000,Flight,800,11,Budget Hotel,400,5,"Isle of Skye, Loch Ness",25,4,Street Food,60,TRUE,200,50,May-September,1.5,GBP,0.75
Estonia,Estonia,Estonia,City,Dhaka,6500,Flight,700,9,Budget Hotel,100,2,"Toompea Castle, Lahemaa National Park",10,4,Street Food,40,TRUE,100,30,May-September,1.5,Euro,0.9
Sardinia,Italy,Sardinia,Nature,Dhaka,7500,Flight,750,10,Budget Hotel,300,7,"Brandinchi beach, Tavolara Island",5,4,Street Food,75,TRUE,100,50,May-September,1.5,Euro,0.9
Russia,Russia,Russia,Historical,Dhaka,5000,Flight,600,7,Budget Hotel,250,6,"Red Square, Museums",10,4,Street Food,15,TRUE,200,40,May-September,1.5,RUB,75
Kazakhstan,Kazakhstan,Kazakhstan,Beach,Dhaka,3500,Flight,400,5,Budget Hotel,150,4,"Medeu, Kaindy",30,4,Street Food,20,TRUE,80,30,May-September,1.5,KZT,420
Laos,Laos,Laos,City,Dhaka,1500,Flight,200,2,Budget Hotel,200,3,"Pak Ou Caves, Tat Sae Waterfalls",10,4,Street Food,15,TRUE,50,20,November-February,1.2,LAK,9300
Pakistan,Pakistan,Pakistan,Historical,Dhaka,2000,Flight,200,2,Budget Hotel,300,5,"Lahore Fort, Hunza Valley",5,4,Street Food,10,TRUE,60,20,October-December,1.2,PKR,160
Peru,Peru,Peru,Nature,Dhaka,17000,Flight,1400,22,Budget Hotel,100,4,"Lima, Cusco",100,4,Street Food,20,TRUE,50,40,April-October,1.5,PEN,3.7
Myanmar,Myanmar,Myanmar,Beach,Dhaka,1000,Flight,150,1,Budget Hotel,10,3,"Old Bagan, Pagoda",15,4,Street Food,15,TRUE,50,20,November-February,1.5,MMK,1650
California,USA,California,City,Dhaka,12500,Flight,1200,20,Budget Hotel,400,7,"Golden Gate Bridge, Yosemite",150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
San Marino,San Marino,San Marino,City,Dhaka,7500,Flight,750,10,Budget Hotel,300,5,"Ancient Weapons Museum, Guaita Tower",15,4,Street Food,75,TRUE,0,20,April-October,1.5,Euro,0.9
Afghanistan,Afghanistan,Afghanistan,Historical,Dhaka,2500,Flight,250,3,Budget Hotel,150,6,"Naw Shakh, Bala Hissar Fortress",20,4,Street Food,20,TRUE,40,30,April-October,1.2,AFN,78
Sri Lanka,Sri Lanka,Sri Lanka,Nature,Dhaka,2000,Flight,200,2,Budget Hotel,100,5,"Sigiriya, Hikkaduwa Beach",10,4,Street Food,10,TRUE,35,30,December-March,1.5,LKR,200
Macau,Macau,Macau,Nature,Dhaka,2500,Flight,300,4,Budget Hotel,50,5,"Monte Fort, Coloane",50,4,Street Food,40,TRUE,0,50,October-December,1.5,MOP,8
Chad,Chad,Chad,City,Dhaka,8500,Flight,800,10,Budget Hotel,40,4,"Emi Koussi, Lake Chad",5,4,Street Food,10,TRUE,100,30,November-February,1.2,XAF,550
Nepal,Nepal,Nepal,Historical,Dhaka,800,Flight,150,1,Budget Hotel,30,3,"Pashupatinath Temple,Boudhanath Stupa",150,4,Street Food,15,TRUE,40,20,October-December,1.5,NPR,120
Korea,South Korea,Korea,City,Dhaka,3500,Flight,400,5,Budget Hotel,450,10,"Nami Island, Jeju Island",3,4,Street Food,20,TRUE,60,50,April-October,1.5,KRW,1150
Kenya,Kenya,Kenya,Nature,Dhaka,6500,Flight,600,8,Budget Hotel,200,4,"Nairobi, Maasai Mara",300,4,Street Food,15,TRUE,50,30,June-August,1.5,KES,110
Somalia,Somalia,Somalia,Nature,Dhaka,5500,Flight,600,8,Budget Hotel,250,5,"Laas Geel, Liido Beach",100,4,Street Food,10,TRUE,40,20,December-March,1.2,SOS,575
Charlestown,USA,Charlestown,City,Dhaka,12700,Flight,1200,20,Budget Hotel,400,7,Gilete Castle,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Watts,USA,Watts,City,Dhaka,13200,Flight,1200,20,Budget Hotel,400,7,Seneca Rocks,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Stony Brook,USA,Stony Brook,City,Dhaka,12600,Flight,1200,20,Budget Hotel,400,7,Myrtle Beach,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Port Washington,USA,Port Washington,City,Dhaka,12600,Flight,1200,20,Budget Hotel,400,7,Silver Dollar City,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Harlem,USA,Harlem,City,Dhaka,12600,Flight,1200,20,Budget Hotel,400,7,Lake of Ozarks,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Forest Hills,USA,Forest Hills,City,Dhaka,12600,Flight,1200,20,Budget Hotel,400,7,Big Sky Resort,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
South Beach,USA,South Beach,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,"South Beach,Art Deco District",150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Brooklyn,USA,Brooklyn,City,Dhaka,12600,Flight,1200,20,Budget Hotel,400,7,State Museum,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
North Hollywood,USA,North Hollywood,City,Dhaka,13200,Flight,1200,20,Budget Hotel,400,7,Mesa Varde Park,170,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
South Chicago,USA,South Chicago,City,Dhaka,12500,Flight,1200,20,Budget Hotel,400,7,Shoshone Falls,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Encino,USA,Encino,City,Dhaka,13200,Flight,1200,20,Budget Hotel,400,7,Sun Valley Resort,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Warren County,USA,Warren County,City,Dhaka,12600,Flight,1200,20,Budget Hotel,400,7,Wareen Hills,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Retsil,USA,Retsil,City,Dhaka,12500,Flight,1200,20,Budget Hotel,400,7,Bar Harbor,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Brandon,USA,Brandon,City,Dhaka,12800,Flight,1200,20,Budget Hotel,400,7,Portland Head Light,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Greenbrae,USA,Greenbrae,City,Dhaka,12800,Flight,1200,20,Budget Hotel,400,7,Mackinac Island,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Ocean Beach,USA,Ocean Beach,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Hocking Hills,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
